PROTEIN;TOTAL_FAT;CARBS;ENERGY;FIBER;SATURATED_FAT;SUGARS;NUTRI_SCORE;CLASSIFICATION
0;10;40;267;0;0;40;0;FALSE
4.26;14.89;55.32;383;2.1;3.19;36.17;0;FALSE
0;0;13.57;57;4.3;0;8.57;4.56025;FALSE
8.77;3.51;50.88;263;1.8;0.88;3.51;5.51225;FALSE
6.67;1.11;51.11;244;2.2;0;0;6.2685;TRUE
2.35;0;4.71;24;1.2;0;1.18;5.4095;FALSE
3.53;0;3.53;24;1.2;0;0;5.7635;FALSE
12.5;10;65;400;7.5;1.25;0;6.9625;TRUE
10;20;60;450;10;0;0;6.3875;TRUE
3.75;0;5.42;38;0;0;5;4.803;FALSE
0.71;0;15.71;64;2.1;0;12.86;3.5815;FALSE
0;0;6.67;33;3.3;0;6.67;4.65125;FALSE
3.57;35.71;50;536;3.6;3.57;0;1.658;FALSE
4.55;12.12;22.73;212;0;7.58;21.21;0;FALSE
0;0;80;400;13.3;0;53.33;0;FALSE
9.3;3.49;53.49;279;2.3;0;6.98;5.38925;FALSE
25.71;20;35.71;429;5.7;4.29;21.43;3.60225;FALSE
20;46.67;3.33;467;0;16.67;3.33;0;FALSE
2.65;13.27;55.75;354;0.9;7.08;23.89;0;FALSE
5.29;7.49;8.37;123;0.9;4.41;1.76;3.82725;FALSE
5.88;2.94;21.18;129;5.9;0;1.18;6.55875;TRUE
5.29;9.25;17.18;172;1.8;3.96;2.64;3.7995;FALSE
6.98;5.81;44.19;256;1.2;1.16;0;5.352;FALSE
21.43;46.43;3.57;464;0;17.86;3.57;0;FALSE
11.36;5.68;72.73;386;9.1;1.14;9.09;6.211;TRUE
0;0;13.79;52;0;0;13.79;2.9185;FALSE
16.18;4.41;64.71;368;4.4;1.47;2.94;6.9655;TRUE
6.61;4.85;14.98;132;1.3;3.08;0.44;4.8975;FALSE
2.88;9.62;71.15;385;1;4.81;39.42;0;FALSE
4.55;11.36;52.27;341;2.3;5.68;25;0;FALSE
21.43;32.14;3.57;393;0;17.86;0;0.43725;FALSE
0;0;66.67;286;0;0;57.14;0;FALSE
0;0;12.36;67;1.1;0;10.11;3.68675;FALSE
0;0;13.79;52;0;0;13.79;2.9185;FALSE
0.82;0;6.56;29;1.6;0;4.1;4.82075;FALSE
0;0;16.67;67;0;0;13.33;2.98375;FALSE
5.47;7.03;17.97;156;1.6;2.34;12.5;2.9385;FALSE
4.29;22.86;34.29;357;1.4;12.86;28.57;0;FALSE
0.42;1.46;2.5;25;0.4;0;2.08;4.67875;FALSE
6.67;10;80;467;0;3.33;0;4.05125;FALSE
6.61;6.61;13.66;141;1.8;3.08;0.88;4.75325;FALSE
0;1.04;12.5;58;0;0;5.83;4.007;FALSE
0.83;0;17.5;75;1.2;0;10.42;3.78275;FALSE
6.67;40;53.33;533;6.7;16.67;33.33;0;FALSE
8.77;0.88;75.44;351;1.8;0;1.75;6.23725;TRUE
13.33;5.56;77.78;400;13.3;0;20;6.0035;TRUE
8.57;7.14;74.29;400;2.9;5.71;68.57;0;FALSE
0;0;13.33;50;0;0;13.33;2.988;FALSE
6.67;23.33;60;467;6.7;0;6.67;3.89025;FALSE
4.62;1.15;14.62;85;6.2;0;0.77;6.68125;TRUE
4.17;2.08;5.83;58;0;1.25;5.83;4.216;FALSE
25;32.14;3.57;393;0;21.43;0;0.08025;FALSE
10.71;7.14;60.71;357;7.1;0;7.14;6.15225;TRUE
7.19;14.39;71.94;432;3.6;5.4;10.79;2.283;FALSE
6.67;20;40;400;0;10;33.33;0;FALSE
0;0;20;100;0;0;20;1.975;FALSE
17.86;15.48;2.38;214;0;5.95;1.19;4.4115;FALSE
17.86;0;3.57;893;0;0;3.57;6.92025;TRUE
6.67;0;80;356;0;0;0;5.9115;FALSE
23.21;25;1.79;321;0;10.71;0;3.22375;FALSE
12.24;26.53;3.06;296;1;9.18;1.02;1.861;FALSE
11.11;29.29;2.02;313;0;11.11;0;0.88175;FALSE
7.02;0;77.19;351;1.8;0;1.75;6.06275;TRUE
23.33;20;46.67;433;13.3;3.33;26.67;4.21825;FALSE
15.48;27.38;0;310;0;9.52;0;2.1265;FALSE
6.38;0;78.72;340;2.1;0;0;6.292;TRUE
6.67;0;80;356;1.1;0;0;6.1315;TRUE
12.5;26.79;3.57;304;0;8.93;0;1.8875;FALSE
6.38;0;76.6;340;2.1;0;0;6.292;TRUE
21.43;1.79;1.79;107;0;0;1.79;7.74025;TRUE
33.33;40;6.67;533;0;16.67;6.67;0.69825;FALSE
8.77;5.26;68.42;351;1.8;1.75;3.51;5.09775;FALSE
40;35;0;500;0;15;0;3.625;FALSE
6.67;0;77.78;333;0;0;0;5.91725;FALSE
3.2;2.8;36.8;192;3.2;0.4;0.8;5.572;FALSE
12.5;1.79;75;357;3.6;0;1.79;7.05825;TRUE
4;1.2;33.6;160;1.6;0;0;5.76;FALSE
12.12;27.27;2.02;303;0;10.1;1.01;1.33875;FALSE
25;18.75;6.25;281;0;6.25;0;5.24225;FALSE
0;0;42.11;163;0;0;42.11;0;FALSE
0;0;42.11;158;0;0;42.11;0;FALSE
7.77;5.83;35.92;223;4.9;3.4;6.8;4.63675;FALSE
5.83;1.84;24.54;138;5.5;0.77;1.53;6.334;TRUE
1.23;0;6.17;31;1.2;0;3.7;4.86175;FALSE
5.21;2.15;19.02;117;5.5;0.77;1.53;6.21525;TRUE
5.77;1.92;19.23;119;5.8;0.64;1.28;6.45175;TRUE
12;11;38;290;4;5;5;4.4275;FALSE
4.88;19.51;53.66;390;0;8.54;34.15;0;FALSE
4.58;0.83;8.33;58;0;0.62;8.33;4.185;FALSE
3.33;3.33;5;62;0;1.88;5;3.931;FALSE
3.33;2.08;5;54;0;1.25;5;4.2155;FALSE
3.33;10.83;5;129;0;7.08;4.17;1.98875;FALSE
0;33.33;6.67;333;0;23.33;6.67;0;FALSE
17.86;3.57;0;107;0;0;0;7.29525;TRUE
17.86;1.79;3.57;107;0;0;3.57;6.93775;TRUE
14.29;14.29;3.57;214;0;0;0;5.661;FALSE
17.78;2.22;2.22;100;0;1.11;2.22;6.8095;TRUE
14.29;5.36;3.57;125;0;0;3.57;6.04075;TRUE
17.78;2.22;2.22;100;0;1.11;2.22;6.8095;TRUE
30.36;4.46;1.79;161;0;1.79;0;8.62025;TRUE
7.14;8.93;78.57;357;10.7;5.36;60.71;0;FALSE
14.29;7.14;7.14;161;0;0;3.57;5.85375;FALSE
14.29;14.29;3.57;214;0;0;0;5.661;FALSE
14.29;3.57;10.71;143;0;0;7.14;5.67975;FALSE
17.86;1.79;0;89;0;0;0;7.47775;TRUE
17.86;1.79;3.57;107;0;0;3.57;6.93775;TRUE
17.78;2.22;4.44;111;0;1.11;2.22;6.80675;TRUE
17.86;3.57;0;107;0;0;0;7.29525;TRUE
0.88;0;16.81;71;0.9;0;15.93;2.90475;FALSE
14.29;7.14;7.14;161;0;0;3.57;5.85375;FALSE
14.29;5.36;3.57;125;0;0;3.57;6.04075;TRUE
14.29;7.14;7.14;161;0;0;3.57;5.85375;FALSE
17.86;1.79;3.57;107;0;0;1.79;7.20475;TRUE
14.29;2.68;10.71;125;0;0.89;7.14;5.55075;FALSE
0.88;0;16.81;71;0.9;0;15.93;2.90475;FALSE
14.29;5.36;5.36;125;0;0.89;3.57;5.81825;FALSE
17.86;1.79;3.57;107;0;0;1.79;7.20475;TRUE
14.29;2.68;5.36;107;0;0.89;1.79;6.35775;TRUE
17.86;0;7.14;89;0;0;3.57;7.12125;TRUE
14.29;5.36;7.14;143;0;0;3.57;6.03625;TRUE
14.29;5.36;3.57;125;0;0;3.57;6.04075;TRUE
14.29;5.36;3.57;125;0;0;3.57;6.04075;TRUE
17.86;1.79;3.57;107;0;0;3.57;6.93775;TRUE
14.29;7.14;7.14;161;0;0;3.57;5.85375;FALSE
14.29;3.57;7.14;125;0;0;3.57;6.21975;TRUE
21.43;0;3.57;107;0;0;3.57;7.65225;TRUE
1.63;1.43;5.71;45;0.4;0.2;1.63;4.87575;FALSE
8.33;10.42;75;417;4.2;4.17;29.17;0.52525;FALSE
4.17;8.33;75;417;4.2;2.08;33.33;0.00875;FALSE
9.52;14.29;71.43;452;7.1;1.19;30.95;1.366;FALSE
3.85;10.58;70.19;385;1.9;4.81;37.5;0;FALSE
3.39;1.91;2.54;42;0.4;0.21;2.54;4.9535;FALSE
3.39;1.91;8.05;68;0.4;0.21;7.2;4.248;FALSE
3.39;1.91;6.78;59;0.4;0.21;6.36;4.37625;FALSE
0;0;6.67;33;0;0;3.33;4.49225;FALSE
0.83;0;6.67;33;0.8;0;5;4.52625;FALSE
3.33;2.08;5;54;0;1.25;4.58;4.2785;FALSE
0.83;0;5;25;1.7;0;3.33;4.95875;FALSE
3.33;3.33;5;62;0;2.08;4.58;3.944;FALSE
0.83;0;3.33;17;1.7;0;1.67;5.20975;FALSE
8;3;78;360;4;0;0;6.61;TRUE
20;0;67.27;345;5.5;0;1.82;8.74075;TRUE
18.95;1.05;66.32;347;5.3;0;9.47;7.29025;TRUE
14.91;24.56;5.26;298;2.6;9.65;2.63;2.419;FALSE
7.48;6.54;34.58;224;3.7;3.27;7.48;4.2125;FALSE
16.96;8.93;1.79;152;0.2;1.79;0.89;6.072;TRUE
2.5;4.17;6.67;75;1.7;2.5;1.67;4.40375;FALSE
18.58;16.81;0.88;230;0;7.08;0;4.2785;FALSE
5.24;5.94;13.64;129;1;2.45;1.4;4.53725;FALSE
6.67;0;33.33;133;0;0;26.67;1.96675;FALSE
0;0;33.33;133;0;0;26.67;0.96625;FALSE
11.76;2.94;55.29;306;2.4;0.59;0;6.726;TRUE
6.67;11.67;6.67;133;1.7;7.5;1.67;3.01475;FALSE
11.58;2.63;54.74;295;3.2;0.53;0;6.90775;TRUE
11.76;2.94;55.29;306;2.4;0.59;0;6.726;TRUE
2.65;1.66;24.5;119;2;0;0.66;5.50275;FALSE
5.39;3.59;25.75;162;0.6;0.9;2.4;4.944;FALSE
8.33;7.05;15.38;154;1.3;1.28;3.21;4.9645;FALSE
0;0.61;13.33;61;3;0;3.64;4.97775;FALSE
3.33;16.67;70;467;3.3;16.67;53.33;0;FALSE
0;0;12.3;41;1.6;0;9.02;3.95675;FALSE
0;0;19.53;78;1.6;0;16.41;2.839;FALSE
0;0;12.5;50;0;0;10.83;3.363;FALSE
3.53;2.94;11.18;94;0;1.76;10.59;3.1835;FALSE
0;93.33;0;800;0;17.8;0;0;FALSE
7.14;3.17;13.1;111;1.6;0.6;4.37;5.24075;FALSE
8.12;4.06;9.64;107;1.5;1.78;1.52;5.41225;FALSE
19.05;14.29;9.52;238;0;9.52;4.76;3.275;FALSE
19.05;21.43;4.76;286;0;14.29;0;2.0705;FALSE
14.29;21.43;9.52;333;0;14.29;4.76;0.63075;FALSE
23.53;29.41;0;353;0;17.65;0;1.08775;FALSE
10;35;50;575;2.5;22.5;45;0;FALSE
6.25;3.12;30.36;179;2.7;1.34;4.46;5.11675;FALSE
21.43;0;3.57;107;1.8;0;0;8.54775;TRUE
12.5;25;47.92;46;8.3;4.17;35.42;0;FALSE
15.25;13.56;5.08;203;0;3.39;5.08;4.27125;FALSE
10.71;25;50;464;3.6;3.57;3.57;3.2825;FALSE
15.42;7.46;23.38;229;1;1.74;2.99;5.82625;FALSE
12.77;1.06;12.06;106;2.1;0.35;6.38;6.1585;TRUE
3.33;2.08;5.42;54;0;1.25;5;4.2155;FALSE
3.33;3.33;5.42;67;0;2.08;5;3.87975;FALSE
3.33;0;5.42;38;0;0;5;4.74;FALSE
14.29;35.71;0;429;0;14.29;0;0;FALSE
1.6;2.8;8;64;1.6;0;4.8;4.544;FALSE
2.94;10.29;73.53;412;0;2.94;32.35;0;FALSE
7.14;32.14;7.14;321;0;21.43;3.57;0;FALSE
3.75;17.5;56.25;388;1.2;1.25;32.5;0;FALSE
9.09;24.68;18.18;338;0;9.09;0;1.5385;FALSE
1.64;0;4.92;25;1.6;0;3.28;5.06775;FALSE
3.41;9.09;30.68;227;0;5.68;20.45;0.05825;FALSE
3.41;14.77;28.41;250;0;6.82;21.59;0;FALSE
3.41;13.64;29.55;250;0;6.82;21.59;0;FALSE
6.25;40.62;50;594;0;28.12;46.88;0;FALSE
6.45;41.94;51.61;613;3.2;25.81;41.94;0;FALSE
10;8.33;76.67;400;3.3;0;0;6.227;TRUE
6.67;10;73.33;400;0;0;0;4.9005;FALSE
4.23;23.94;54.93;437;2.8;4.93;35.21;0;FALSE
6.35;14.29;55.56;381;1.6;7.14;26.98;0;FALSE
1.6;0.8;10.4;56;2.4;0;4.8;4.906;FALSE
6.67;26.67;66.67;467;6.7;16.67;53.33;0;FALSE
6.67;1.11;51.11;244;2.2;0;0;6.2685;TRUE
0;7.14;71.43;357;0;0;0;4.19675;FALSE
6.67;15;73.33;467;3.3;3.33;23.33;0.71175;FALSE
6.67;11.67;70;400;0;3.33;23.33;0.4015;FALSE
3.23;14.52;6.45;161;0;9.68;6.45;0.60475;FALSE
0;0;3.33;17;3.3;0;0;5.65575;FALSE
5.38;0.77;16.92;100;6.2;0;0.77;6.8295;TRUE
5.13;15.38;52.56;346;1.3;7.69;25.64;0;FALSE
5;0;70;300;0;0;50;0;FALSE
6.06;10.61;69.7;394;0;4.55;30.3;0;FALSE
7.02;0.88;50.88;246;1.8;0;0;6.2635;TRUE
6.15;3.85;47.69;262;1.5;0.77;6.15;4.657;FALSE
4.04;10.1;52.53;323;0;4.04;24.24;0;FALSE
0;5;15.83;108;0.8;4.17;6.67;2.59;FALSE
1.67;5;15.83;117;1.7;4.17;6.67;3.01825;FALSE
4.76;10.71;76.19;405;4.8;0;33.33;0.50225;FALSE
6.67;20;70;467;3.3;15;43.33;0;FALSE
3.51;10.53;61.4;351;1.8;4.39;45.61;0;FALSE
9.33;0.67;25.33;147;4;0;1.33;6.89625;TRUE
2.63;26.32;63.16;474;2.6;13.16;50;0;FALSE
10.69;16.41;27.86;305;1.5;8.02;3.05;2.72375;FALSE
12.98;17.18;28.63;321;1.1;8.78;3.05;2.71625;FALSE
0.42;1.04;5.42;33;0.4;0.08;5;4.26075;FALSE
3.75;1.04;5.42;46;0;0.62;5;4.542;FALSE
4.26;19.15;57.45;404;2.1;5.32;36.17;0;FALSE
4.26;17.02;57.45;383;0;3.19;36.17;0;FALSE
4.17;15.83;25;258;0;8.33;24.17;0;FALSE
4.55;6.82;54.55;295;2.3;2.27;18.18;2.09225;FALSE
0;0;0;0;0;0;0;5;FALSE
3.61;12.05;44.58;289;1.2;7.23;30.12;0;FALSE
6.67;10;73.33;400;0;3.33;0;4.068;FALSE
13.33;0;80;367;3.3;0;6.67;6.56725;TRUE
0;0;12.92;50;0;0;12.5;3.1125;FALSE
6.52;32.61;60.87;543;2.2;19.57;52.17;0;FALSE
5.56;22.22;50;444;0;8.33;5.56;0.5845;FALSE
12.5;8.93;0;143;0;2.68;0;5.27625;FALSE
0;0;0;500;0;0;0;4.875;FALSE
2.94;10.29;32.35;221;1.5;6.62;20.59;0;FALSE
0;0;11.83;85;0;0;10.7;3.37375;FALSE
0;0;9.01;71;0;0;8.17;3.75675;FALSE
1.67;0;0;6;0;0;0;5.249;FALSE
0.83;0;5.83;29;0.8;0;4.17;4.65175;FALSE
0.42;1.04;5.42;33;0.4;0.08;5;4.26075;FALSE
0.83;0;10.83;46;0;0;9.17;3.7375;FALSE
4.71;5.88;28.24;188;0;4.12;21.18;0.8645;FALSE
0;1.15;27.59;115;0;0.57;24.14;1.09275;FALSE
4.76;23.81;52.38;429;0;9.52;4.76;0.13175;FALSE
20;0;67.27;345;5.5;0;1.82;8.74075;TRUE
20;0;67.27;345;5.5;0;1.82;8.74075;TRUE
11.58;2.63;54.74;305;3.2;0.53;0;6.90525;TRUE
11.43;2.14;71.43;357;1.4;0;12.86;4.76225;FALSE
3.33;11.67;23.33;233;0;8.33;23.33;0;FALSE
25;21.43;7.14;321;0;14.29;0;2.95425;FALSE
25;32.14;3.57;393;0;21.43;0;0.08025;FALSE
21.43;39.29;10.71;464;3.6;14.29;3.57;0.7815;FALSE
9.41;16.47;18.82;259;1.2;4.12;3.53;3.38025;FALSE
5.26;19.3;50.88;386;0;3.51;33.33;0;FALSE
6.67;26.67;6.67;300;0;11.67;0;0.341;FALSE
4.62;1.92;13.08;85;5.4;0.77;0.77;6.25175;TRUE
7.69;15.38;69.23;462;0;11.54;46.15;0;FALSE
16.07;1.79;69.64;357;3.6;0;1.79;7.59375;TRUE
0;0;10;38;0;;10;3.4905;FALSE
12.21;16.79;28.24;32;1.1;8.4;3.05;2.807;FALSE
0.83;0;3.33;17;1.7;0;1.67;5.20975;FALSE
5.38;0;16.15;85;6.9;0;0.77;7.05025;TRUE
5.38;0;17.69;92;4.6;0;1.54;6.473;TRUE
5.38;0;15.38;85;6.9;0;0.77;7.05025;TRUE
2.22;11.11;60;356;0;5.56;46.67;0;FALSE
2.08;13.54;66.67;385;1;6.25;50;0;FALSE
2.63;14.91;52.63;351;2.6;9.65;35.96;0;FALSE
0;0;12.08;50;0.4;;10;3.5675;FALSE
16.46;18.99;1.27;228;0;6.33;0;3.9305;FALSE
17.5;20;2.5;250;0.6;7.5;2.5;3.4325;FALSE
15.71;18.57;0;229;0;6.43;;3.83475;FALSE
6.67;60;26.67;667;20;60;6.67;0;FALSE
6.67;60;26.67;667;20;53.33;6.67;0;FALSE
0;0;0;625;0;;;4.84375;FALSE
5.38;0.77;16.15;92;6.2;0;0.77;6.8315;TRUE
5.38;0.77;15.38;92;5.4;0;0.77;6.6715;TRUE
33.33;15.56;37.78;400;11.1;7.78;2.22;8.2855;TRUE
27.27;31.82;18.18;455;0;9.09;18.18;0.79525;FALSE
15.54;7.43;14.19;189;0.2;1.01;0.68;6.22625;TRUE
10.75;7.53;40.86;280;2.2;4.3;1.08;4.9925;FALSE
0;0;31.43;129;2.9;0;25.71;1.69125;FALSE
14.29;2.86;68.57;357;1.4;0.71;10;5.37075;FALSE
3.41;13.64;27.27;239;0;7.95;26.14;0;FALSE
0;0;16.67;67;0;0;16.67;2.48275;FALSE
11.76;29.41;2.94;324;0;11.76;0;0.802;FALSE
15.18;20.54;1.79;218;0;2.68;4.46;3.8295;FALSE
5.88;29.41;61.76;529;0;14.71;58.82;0;FALSE
0;78.57;0;714;0;14.29;0;0;FALSE
5.93;15.56;18.52;230;2.2;2.96;10.37;2.4205;FALSE
11.69;31.17;2.6;325;0;11.69;1.3;0.43775;FALSE
14.04;24.56;3.51;228;0;7.89;0;2.6205;FALSE
12.28;24.56;3.51;263;0;8.77;0;2.12775;FALSE
13.16;26.32;2.63;289;0;10.53;1.32;1.43925;FALSE
12.99;27.27;2.6;273;0;9.09;0;1.88075;FALSE
3.03;3.03;8.08;71;1;2.02;5.05;4.07125;FALSE
3.33;0;10;67;0;0;6.67;4.48225;FALSE
11.27;7.75;27.46;225;1.4;2.82;0.7;5.32925;FALSE
9.15;6.34;33.1;218;4.2;1.76;0.7;5.979;FALSE
11.97;6.34;24.65;211;1.4;2.11;0.7;5.75625;FALSE
0;30;10;333;0;5;6.67;0;FALSE
0;30;20;300;0;0;20;0;FALSE
5.45;20;36.36;327;1.8;8.18;23.64;0;FALSE
5;40;52.5;525;7.5;25;35;0;FALSE
18.75;37.5;0;375;0;12.5;0;0.84375;FALSE
19.05;38.1;4.76;476;0;14.29;0;0.356;FALSE
2.31;0;6.92;35;3.1;0;3.08;5.49575;FALSE
3.57;1.79;21.43;107;2.4;0.24;4.76;5.03575;FALSE
3.57;28.57;60.71;536;0;3.57;3.57;1.1165;FALSE
2;0;5;25;2;0;1;5.54375;FALSE
2.31;0;6.92;35;3.1;0;3.08;5.49575;FALSE
13.13;17.17;36.36;333;2;6.06;14.14;1.93325;FALSE
20;1.18;2.35;106;0;0;0;7.8555;TRUE
7.89;14.47;28.95;276;1.3;3.29;13.16;2.131;FALSE
2.31;0;6.92;35;3.1;0;3.08;5.49575;FALSE
0.83;0;4.17;33;0.8;0;3.33;4.77675;FALSE
1.28;0;6.41;32;1.3;0;3.85;4.8665;FALSE
3.2;0.4;9.6;56;2.4;0;4.8;5.186;FALSE
0.83;0;3.33;17;1.7;0;1.67;5.20975;FALSE
3.75;10;31.25;225;1.2;5.62;20;0.34125;FALSE
4.55;7.58;31.82;212;1.5;4.55;25.76;0.17;FALSE
2.41;7.23;33.73;217;0;4.82;19.28;0.48725;FALSE
2.63;9.21;30.26;211;0;6.58;19.74;0;FALSE
4;18;56;400;2;4;30;0;FALSE
11.43;8.57;70;400;8.6;1.43;15.71;4.7635;FALSE
0.42;1.46;2.5;29;0;0.42;2.08;4.49275;FALSE
0.42;1.46;0.42;19;0;0.42;0;4.80725;FALSE
5.31;14.16;55.75;372;1.8;7.96;26.55;0;FALSE
2.6;11.69;57.14;338;0.6;5.19;37.66;0;FALSE
4.76;19.05;50.48;390;1;3.81;28.57;0;FALSE
3.33;21.67;59.17;433;1.7;11.67;37.5;0;FALSE
2.7;17.57;51.35;392;1.4;8.11;41.89;0;FALSE
7.53;4.11;31.51;199;2.1;1.71;2.05;5.35375;FALSE
7.59;4.14;32.41;200;0.7;2.41;2.76;4.798;FALSE
6.9;3.45;29.66;179;0.7;2.07;2.76;4.85375;FALSE
12.5;12.5;10.71;214;0;4.46;7.14;3.3855;FALSE
7.02;0;75.44;333;1.8;;1.75;6.06725;TRUE
6.18;4.49;15.73;135;1.7;1.4;3.37;4.92875;FALSE
6.67;3.33;75.56;378;4.4;0;0;6.453;TRUE
0;0;29.41;132;0;0;26.47;0.9965;FALSE
9.27;15.89;3.31;192;0.7;7.28;0.66;2.9745;FALSE
0;93.33;0;800;0;13.33;0;0;FALSE
14.29;1.79;73.21;375;3.6;0;1.79;7.32225;TRUE
0;0;50;333;0;0;16.67;2.41625;FALSE
14.29;28.57;57.14;500;0;0;0;4.1615;FALSE
1.74;0;2.61;17;0.9;0;0.87;5.30625;FALSE
13.95;5.81;65.12;372;7;0;4.65;7.121;TRUE
6.67;0;80;333;0;0;0;5.91725;FALSE
17.14;9.29;8.57;186;0;2.86;0.71;5.774;FALSE
22.86;1.43;62.86;286;14.3;0;2.86;10;TRUE
3.57;35.71;57.14;536;3.6;5.36;3.57;0.675;FALSE
47.62;38.1;0;524;0;14.29;0;4.6295;FALSE
3.57;39.29;53.57;571;3.6;5.36;3.57;0.30825;FALSE
2.14;6.43;20;143;2.1;1.07;5;4.04475;FALSE
13.95;5.81;65.12;372;7;0;0;7.8185;TRUE
13.95;5.81;65.12;372;7;0;0;7.8185;TRUE
0;0;3.33;17;0;0;3.33;4.49625;FALSE
0;0;3.33;17;0;0;3.33;4.49625;FALSE
0;0;4.17;21;0.8;0;2.5;4.77975;FALSE
15.38;17.31;27.88;327;1;7.69;2.88;3.33975;FALSE
0.86;2.16;12.07;69;0;0;11.21;3.21425;FALSE
3.33;10;70;400;0;5;43.33;0;FALSE
3.57;16.07;75;464;0;7.14;57.14;0;FALSE
4.17;1.25;6.67;54;0;0.62;6.25;4.3945;FALSE
0;0;6.67;33;0;0;3.33;4.49225;FALSE
2.42;1.93;11.59;72;1.4;1.21;8.7;3.8245;FALSE
11.11;0;66.67;278;0;0;11.11;4.9305;FALSE
10;20;66.67;467;10;11.67;26.67;0;FALSE
20.24;5.95;1.19;155;0;1.79;0;6.95475;TRUE
1.18;0;15.29;59;3.5;0;3.53;5.33275;FALSE
2.63;23.68;55.26;447;2.6;5.26;34.21;0;FALSE
7.14;35.71;60.71;607;3.6;5.36;7.14;0.65725;FALSE
6.32;4.09;11.52;152;0.7;1.49;4.09;4.655;FALSE
0;0;3.57;18;0;0;0;4.9955;FALSE
4.76;21.43;9.52;238;0;14.29;4.76;0;FALSE
3.53;17.65;63.53;424;2.4;7.06;50.59;0;FALSE
4.41;11.76;61.76;368;0;3.68;38.24;0;FALSE
8.7;8.7;69.57;391;0;6.52;8.7;2.40225;FALSE
2.94;0;76.47;294;0;0;64.71;0;FALSE
0.93;11.11;23.15;194;0.9;10.19;16.67;0;FALSE
4.08;18.37;38.78;327;0;12.24;24.49;0;FALSE
18.82;0.59;0;82;0;0;0;7.7435;TRUE
10;2;9.33;93;0;1;7.33;4.92725;FALSE
3.75;4.58;13.75;108;0.4;2.92;12.92;2.4895;FALSE
10.71;12.5;53.57;357;3.6;1.79;21.43;2.32525;FALSE
16.67;66.67;13.33;667;6.7;6.67;3.33;0;FALSE
0;0;11.67;46;0;0;11.67;3.238;FALSE
3.57;42.86;46.43;571;0;16.07;0;0;FALSE
6.25;0.62;25;138;6.2;0;2.5;6.706;TRUE
7.89;0;25;132;5.3;0;1.32;7.0125;TRUE
10.64;5.53;1.28;98;0.4;2.13;0;5.566;FALSE
2.27;0;14.77;68;3.4;0;4.55;5.321;FALSE
1.25;0;13.75;62;2.5;0;3.75;5.1095;FALSE
10.79;6.47;27.34;209;2.9;2.88;7.19;4.70075;FALSE
1.23;0;8.64;37;2.5;0;3.7;5.12025;FALSE
8.7;4.35;52.17;283;2.2;0;8.7;4.93425;FALSE
0;0;14.44;50;2.2;0;11.11;3.761;FALSE
0;0;14.44;50;2.2;0;11.11;3.761;FALSE
4.44;0.19;14.44;74;3;0;0.74;6.1175;TRUE
0.41;0;0.41;4;0;0;0.41;4.999;FALSE
4.44;0.37;14.07;74;3;0;1.11;6.044;TRUE
4.41;0;74.96;309;0;0;61.73;0;FALSE
14.29;1.79;73.21;375;3.6;;;7.59075;TRUE
3.33;3.75;5.42;71;0;2.08;5;3.83675;FALSE
6.06;13.64;75.76;455;3;1.52;39.39;0;FALSE
1.59;0;9.52;40;1.6;0;4.76;4.8345;FALSE
0.83;0;3.31;17;0.8;0;2.48;4.90825;FALSE
7.14;14.29;78.57;429;0;0;7.14;3.46375;FALSE
0;10;26.67;200;0;6.67;26.67;0;FALSE
14.29;9.82;14.29;205;0.9;1.79;0;5.84275;FALSE
3.79;15.91;27.27;265;0;9.09;23.48;0;FALSE
20.53;12.58;0;192;0;5.3;0;5.4485;FALSE
3.33;2.08;5.42;54;0;1.25;5;4.2155;FALSE
4.17;2.08;6.25;58;0;1.25;5.83;4.216;FALSE
0;0;0;0;0;0;0;5;FALSE
2.17;1.09;10.87;65;1.1;0.54;8.7;3.98025;FALSE
10.25;12.01;21.91;233;1.1;5.3;1.77;3.90775;FALSE
0;23.33;36.67;333;3.3;3.33;26.67;0;FALSE
10.77;16.15;26.15;292;1.9;8.46;1.92;2.9045;FALSE
10.85;13.95;26.36;275;1.9;8.53;2.33;3.06175;FALSE
3.12;7.03;10.94;117;3.1;0.78;3.91;4.57425;FALSE
0.88;12.28;23.68;202;0.9;11.4;19.3;0;FALSE
0.42;2.5;0.42;21;0;0.42;0;4.70275;FALSE
14.29;21.43;7.14;286;3.6;14.29;3.57;1.541;FALSE
0.82;0;0.41;6;0;0;0.41;5.06;FALSE
0.42;2.5;0.42;21;0;0.42;0;4.70275;FALSE
0.42;0.83;3.33;21;0;0;2.92;4.53675;FALSE
21.43;28.57;3.57;393;0;17.86;0;0.79425;FALSE
21.43;32.14;7.14;393;0;17.86;0;0.43725;FALSE
0.42;1.04;3.33;25;0.4;0.08;2.92;4.57475;FALSE
4.59;5.3;17.31;134;1.1;2.12;0;4.815;FALSE
5.65;2.47;14.13;102;0;0.35;2.47;5.117;FALSE
4.17;50;41.67;625;0;33.33;41.67;0;FALSE
4.17;45.83;45.83;625;0;33.33;41.67;0;FALSE
5.56;50;44.44;639;2.8;36.11;38.89;0;FALSE
8.93;17.86;18.75;268;0.9;7.14;0.89;2.748;FALSE
6.07;0.81;12.15;81;2.4;0.4;2.43;5.82475;FALSE
4.05;0.4;13.77;77;3.2;0;2.43;5.82375;FALSE
0.42;0;14.58;58;0;0;12.92;3.1105;FALSE
