PROTEIN;TOTAL_FAT;CARBS;ENERGY;FIBER;SATURATED_FAT;SUGARS;NUTRI_SCORE;CLASSIFICATION
0;0;21.88;94;0;0;21.88;1.6945;FALSE
6.67;0;80;356;2.2;0;0;6.3515;TRUE
11.11;0;75.56;356;2.2;0;2.22;6.6845;TRUE
6.67;0;80;356;2.2;0;0;6.3515;TRUE
1.67;7.5;10;117;1.7;4.17;6.67;2.76825;FALSE
0;0;3.57;36;3.6;0;;5.711;FALSE
0;0;3.57;36;3.6;0;;5.711;FALSE
0;0;3.57;36;3.6;0;;5.711;FALSE
0;0;3.57;36;3.6;0;;5.711;FALSE
4.76;23.81;52.38;429;0;9.52;4.76;0.13175;FALSE
11.9;40.48;42.86;548;7.1;16.67;28.57;0;FALSE
2.94;4.12;21.76;135;3.5;0.59;13.53;3.51825;FALSE
0.78;0;19.53;78;0.8;;14.06;3.1485;FALSE
6.67;0;80;356;2.2;0;0;6.3515;TRUE
1.3;1.95;10.39;65;2.6;0;5.19;4.72525;FALSE
17.86;15;0.71;214;0;5;0;4.8755;FALSE
1.22;0;6.1;37;2.4;0;2.44;5.28775;FALSE
9.09;0;79.55;364;2.3;0;0;6.7325;TRUE
0;33.33;0;333;0;25;0;0;FALSE
8.11;13.51;40.54;351;2.7;2.7;0;4.64275;FALSE
17.86;13.1;2.38;202;0;3.57;1.19;5.2475;FALSE
11.43;37.14;45.71;514;5.7;14.29;37.14;0;FALSE
1;11;15;160;2;1.5;13;2.085;FALSE
2.14;7.14;17.86;143;2.1;1.07;2.86;4.29475;FALSE
3.64;4.55;4.55;73;1.8;2.73;0.91;4.61375;FALSE
2.88;1.12;16.99;93;1.6;0.64;2.24;5.12075;FALSE
7.14;14.29;14.29;214;3.6;0;0;5.3085;FALSE
5.03;6.92;13.21;132;1.3;4.4;1.89;3.906;FALSE
6.67;0;80;356;2.2;0;0;6.3515;TRUE
6.67;0;80;356;2.2;0;0;6.3515;TRUE
7.14;39.29;50;536;0;14.29;3.57;0;FALSE
3.9;11.69;55.84;325;2.6;5.19;35.06;0;FALSE
23.33;50;20;633;6.7;10;6.67;1.18075;FALSE
10.61;16.67;4.55;212;0;7.58;0;2.9765;FALSE
23.33;50;23.33;600;6.7;6.67;6.67;2.0215;FALSE
14.81;3.7;66.67;333;11.1;0;11.11;7.32175;TRUE
0.83;0;3.33;17;1.7;0;1.67;5.20975;FALSE
0;0;3.33;17;3.3;0;0;5.65575;FALSE
7.14;50;14.29;500;7.1;3.57;0;1.4735;FALSE
50;12.5;33.33;417;8.3;0;8.33;10;TRUE
3.57;21.43;57.14;429;0;12.5;25;0;FALSE
10;20;66.67;467;6.7;11.67;20;0;FALSE
9.23;2.31;18.46;92;4.6;1.54;4.62;5.9725;FALSE
5.41;8.11;64.86;351;5.4;2.7;32.43;0.45325;FALSE
0;0;43.75;188;0;0;43.75;0;FALSE
7.14;32.14;60.71;536;0;5.36;0;1.383;FALSE
13.33;43.33;33.33;567;6.7;16.67;16.67;0;FALSE
3.33;8.33;6.67;117;0;5;6.67;2.38675;FALSE
3.33;20;3.33;200;0;11.67;3.33;0.0325;FALSE
1.65;0.21;12.4;58;0.4;0;4.55;4.6095;FALSE
14.04;1.75;68.42;351;8.8;0;1.75;8.34075;TRUE
3.57;35.71;57.14;536;3.6;5.36;7.14;0.1395;FALSE
7.14;28.57;60.71;36;3.6;3.57;7.14;1.9615;FALSE
0;0;0;0;0;0;0;5;FALSE
0.83;0;4.13;21;0.8;0;2.48;4.90725;FALSE
4.26;19.15;61.7;426;2.1;5.32;38.3;0;FALSE
8.64;1.85;55.56;272;2.5;0;8.64;5.247;FALSE
10;6.67;73.33;400;3.3;3.33;3.33;5.061;FALSE
14.29;1.79;71.43;357;3.6;0;3.57;7.05975;TRUE
25;53.57;17.86;607;7.1;8.93;3.57;1.89325;FALSE
2.3;0;18.39;80;1.1;0;0;5.545;FALSE
6.67;1.96;12.94;94;1.2;0.78;1.57;5.5905;FALSE
5.88;2.75;8.63;82;1.2;1.18;1.57;5.296;FALSE
6.67;1.37;11.76;90;0.8;0.2;1.18;5.774;FALSE
10.62;4.42;4.42;97;0;2.65;3.54;4.93325;FALSE
10.62;1.33;5.31;80;0;0.88;3.54;5.689;FALSE
10.62;1.33;5.31;80;0;0.88;3.54;5.689;FALSE
10.62;4.42;4.42;97;0;2.65;3.54;4.93325;FALSE
10.62;0;6.19;71;0;0;4.42;5.91225;FALSE
16.47;21.18;5.88;259;1.2;9.41;1.18;2.99825;FALSE
17.65;10.59;8.24;200;2.4;2.94;1.18;6.1065;TRUE
3.57;12.5;14.29;179;3.6;1.43;3.57;4.06775;FALSE
7.14;5.36;17.86;214;3.6;0;3.57;5.666;FALSE
7.14;16.07;14.29;214;3.6;1.79;3.57;4.1475;FALSE
7.14;32.14;60.71;536;3.6;10.71;3.57;0.23;FALSE
13.64;10.23;2.27;159;0;3.41;0;5.13075;FALSE
2;4;13.33;93;0.7;0.67;8;3.64925;FALSE
3.03;0;27.27;121;3;0;24.24;2.38825;FALSE
0;0;6.67;33;0;0;3.33;4.49225;FALSE
9.46;4.73;54.05;297;2.7;0.68;6.76;5.22775;FALSE
1.18;0;17.65;82;1.2;0;0;5.3965;FALSE
9.46;4.73;54.05;297;2.7;0;6.76;5.39775;FALSE
5.56;2.78;72.22;333;5.6;0;0;6.59275;TRUE
1.67;0;20;83;1.7;0;18.33;2.82025;FALSE
13.85;10.77;35.38;292;1.5;6.15;3.08;4.228;FALSE
26.32;7.89;10.53;224;2.6;1.32;1.32;8.095;TRUE
0.83;0;11.25;46;0;0;10;3.613;FALSE
3.33;1.04;5.42;46;0;0.62;5;4.479;FALSE
35;25;10;400;0;10;0;5.15;FALSE
0;0;17.65;65;0;0;17.65;2.33625;FALSE
20;53.33;20;622;6.7;26.67;11.11;0;FALSE
0;0;1.69;6;0;0;0.42;4.9355;FALSE
17.86;5.36;0;125;0;1.79;0;6.66425;TRUE
8.77;0.88;47.37;228;1.8;0;1.75;6.268;TRUE
6.06;0;24.24;121;3;0;15.15;4.20625;FALSE
15.15;18.69;26.77;333;1;7.07;1.52;3.52475;FALSE
0.62;0.46;5.23;28;0.6;0.31;3.69;4.529;FALSE
0.31;0.62;7.38;34;0.6;0.31;4.62;4.3255;FALSE
20;43.33;30;533;10;16.67;16.67;0;FALSE
0.95;3.33;20.95;86;1.9;2.86;19.05;1.5955;FALSE
0.83;1.11;3.33;25;1.1;0.56;2.22;4.75425;FALSE
3.9;11.69;55.84;325;2.6;5.19;35.06;0;FALSE
7.14;28.57;50;464;3.6;3.57;0;2.9255;FALSE
10.13;3.96;9.25;115;0;2.64;7.05;4.37725;FALSE
35.71;5.36;57.14;393;10.7;0;3.57;10;TRUE
35.71;5.36;57.14;393;10.7;0;3.57;10;TRUE
4.72;10.38;27.36;208;1.9;6.6;24.53;0;FALSE
18.75;23.44;2.34;391;0;9.38;0;3.02575;FALSE
0.83;0;4.13;21;0.8;0;2.48;4.90725;FALSE
3.57;32.14;60.71;536;3.6;3.57;0;2.015;FALSE
17.86;8.33;16.67;214;0;1.19;0;6.495;TRUE
4.44;6.67;80;400;1.1;1.11;41.11;0;FALSE
0.82;0;0.41;4;0;0;0.41;5.0605;FALSE
0.41;0;0.41;4;0;0;0.41;4.999;FALSE
17.86;32.14;21.43;464;10.7;5.36;7.14;4.078;FALSE
5.08;16.95;49.15;373;1.7;6.78;22.03;0;FALSE
7.07;5.3;14.13;131;2.5;2.47;3.89;4.79675;FALSE
7.14;21.43;57.14;429;7.1;0;0;5.24075;FALSE
3.39;1.06;5.51;47;0;0.64;5.08;4.46875;FALSE
3.39;2.12;5.51;55;0;1.27;5.08;4.20325;FALSE
7.14;17.86;60.71;393;10.7;0;0;6.32675;TRUE
8.89;5.56;66.67;333;15.6;0;24.44;5.14825;FALSE
3.39;1.06;11.86;72;0;0.64;11.02;3.5715;FALSE
3.33;3.33;5;62;0;2.08;4.58;3.944;FALSE
6.01;4.59;14.84;120;2.5;0.88;1.41;5.481;FALSE
3.39;1.06;11.86;72;0;0.64;11.02;3.5715;FALSE
3.39;1.06;11.86;72;0;0.64;11.02;3.5715;FALSE
0;33.33;6.67;333;0;23.33;0;0;FALSE
0.83;0;8.33;33;2.5;0;3.33;5.11675;FALSE
3.81;0;5.51;38;0;0;5.08;4.8;FALSE
12.5;1.79;75;357;5.4;0;1.79;7.41825;TRUE
6.71;3.53;8.83;92;1.4;1.06;1.41;5.434;FALSE
3.39;1.06;11.86;72;0;0.64;11.02;3.5715;FALSE
3.39;3.39;5.08;64;0;2.12;5.08;3.8615;FALSE
8.48;5.3;9.89;120;2.8;1.24;2.12;5.644;FALSE
7.14;21.43;57.14;429;7.1;0;0;5.24075;FALSE
9.8;3.14;3.92;86;0.8;1.37;1.18;5.775;FALSE
4.95;5.3;13.07;124;1.4;2.12;2.12;4.6135;FALSE
17.54;24.56;14.04;351;0;10.53;10.53;0.87525;FALSE
3.39;1.06;11.86;72;0;0.64;11.02;3.5715;FALSE
3.39;3.39;5.08;64;0;2.12;5.08;3.8615;FALSE
3.39;1.06;11.86;72;0;0.64;11.02;3.5715;FALSE
21.43;50;21.43;571;10.7;3.57;3.57;3.78375;FALSE
7.14;1.79;78.57;357;1.8;0;0;6.16275;TRUE
0.71;0;11.43;50;1.4;0;8.57;4.0885;FALSE
0;32.14;64.29;536;10.7;3.57;32.14;0;FALSE
0.88;0;1.77;9;0.9;0;0;5.30975;FALSE
7.14;1.79;78.57;357;1.8;0;0;6.16275;TRUE
3.81;0;5.51;38;0;0;5.08;4.8;FALSE
6.71;3.53;7.42;92;1.4;1.24;1.77;5.335;FALSE
3.39;2.12;5.51;55;0;1.27;5.08;4.20325;FALSE
4.24;7.63;17.8;153;0;4.24;16.1;1.35975;FALSE
10.62;12.39;26.55;265;1.8;4.42;1.77;4.27725;FALSE
3.81;0;5.51;38;0;0;5.08;4.8;FALSE
3.33;11.67;3.33;133;0;6.67;3.33;2.13225;FALSE
0.83;0;5;25;1.7;0;3.33;4.95875;FALSE
0.8;2.8;17.6;96;0.8;1.6;6.4;3.616;FALSE
5.88;29.41;61.76;529;0;14.71;58.82;0;FALSE
1.77;0;7.08;35;1.8;0;3.54;5.08575;FALSE
7.14;21.43;53.57;429;3.6;1.79;0;4.09325;FALSE
7.96;12.39;30.97;265;1.8;4.42;0.88;4.01175;FALSE
46.67;16.67;30;433;20;1.67;3.33;10;TRUE
28.57;21.43;3.57;286;0;12.5;0;3.946;FALSE
3.53;0;8.82;53;1.8;0;8.24;4.64025;FALSE
0;0;52.63;211;0;0;47.37;0;FALSE
26.67;9.33;49.33;387;2.7;5.33;36;1.77825;FALSE
26.67;6.67;53.33;373;1.3;4.67;40;1.33275;FALSE
0;0;40;157;1.4;;31.43;0.52625;FALSE
7.14;0.89;51.79;250;1.8;0;0;6.2795;TRUE
4.44;17.78;55.56;400;0;8.89;28.89;0;FALSE
8.93;0.89;51.79;250;1.8;0;0;6.548;TRUE
26.67;9.33;49.33;387;2.7;5.33;36;1.77825;FALSE
26.67;9.33;49.33;373;2.7;8;37.33;0.91475;FALSE
2.48;4.55;9.5;87;1.2;2.89;1.24;4.22675;FALSE
21.43;21.43;0;286;0;14.29;0;2.4275;FALSE
12;22;4;260;0;10;4;1.435;FALSE
4.71;5.88;28.24;188;1.2;1.18;4.71;4.31;FALSE
8.91;2.83;14.98;126;0.8;1.01;1.21;5.748;FALSE
9.34;2.72;14.4;117;1.6;0.78;3.5;5.69975;FALSE
7.69;30.77;46.15;500;7.7;15.38;;0.6465;FALSE
8;32;48;520;8;16;;0.47;FALSE
8;32;48;520;8;16;;0.47;FALSE
4.71;2.65;17.94;118;1.2;1.03;3.53;4.865;FALSE
7.93;5.29;18.94;154;0.9;2.2;7.49;4.1285;FALSE
5.24;2.02;16.13;105;1.2;0.6;2.82;5.22475;FALSE
6.27;3.14;14.12;110;1.2;0.98;1.57;5.3585;FALSE
5.71;1.9;19.52;124;1.4;0.19;3.81;5.2965;FALSE
10;33.33;53.33;500;6.7;13.33;43.33;0;FALSE
8.82;23.53;61.76;471;8.8;14.71;50;0;FALSE
6.67;26.67;63.33;467;6.7;16.67;50;0;FALSE
6.67;6;12.67;120;2.7;0.33;8;4.628;FALSE
10.68;10.68;32.04;262;3.9;4.85;3.88;4.454;FALSE
3.57;7.14;75;379;0;0.71;32.14;0;FALSE
3.41;12.5;28.41;239;0;9.09;23.86;0;FALSE
7.14;7.14;71.43;393;3.6;3.57;7.14;4.01525;FALSE
7.14;32.14;57.14;536;3.6;10.71;0;0.7655;FALSE
7.14;28.57;60.71;500;3.6;10.71;39.29;0;FALSE
3.33;20;70;500;3.3;16.67;40;0;FALSE
10;20;60;467;3.3;8.33;30;0;FALSE
3.7;25.93;44.44;407;0;12.96;0;0;FALSE
3.33;16.67;3.33;200;0;11.67;3.33;0.3655;FALSE
8.4;0.8;22;136;0.4;0;5.2;5.446;FALSE
0;0;2;8;0;0;1.33;4.7985;FALSE
3.57;25;67.86;536;0;25;42.86;0;FALSE
7.89;23.68;65.79;500;2.6;13.16;31.58;0;FALSE
11;10;35;260;6;6;7;4.235;FALSE
3.7;11.11;70.37;407;0;11.11;48.15;0;FALSE
5.26;18.42;73.68;474;2.6;13.16;36.84;0;FALSE
3.57;7.14;71.43;393;3.6;0;3.57;4.90775;FALSE
0.83;0;4.58;21;0.8;;2.5;4.90425;FALSE
3.33;40;3.33;367;0;6.67;3.33;0;FALSE
3.57;35.71;53.57;571;0;7.14;3.57;0;FALSE
6.82;0.57;20.45;114;5.7;0;1.14;6.9065;TRUE
33.33;28.57;4.76;381;0;19.05;0;2.28475;FALSE
7.14;25;67.86;500;7.1;3.57;0;3.9735;FALSE
7.14;25;67.86;500;7.1;3.57;0;3.9735;FALSE
7.14;1.79;78.57;357;3.6;;;6.52275;TRUE
0;0;1.69;6;0;0;1.69;4.745;FALSE
0;0;20;100;0;0;20;1.975;FALSE
14.08;2.11;4.23;92;0.7;1.41;2.11;6.349;TRUE
25.71;20;35.71;429;5.7;4.29;21.43;3.60225;FALSE
3.57;25;50;393;7.1;21.43;39.29;0;FALSE
1.5;1.79;3.33;39;1.8;1.25;2.08;4.77175;FALSE
6.56;1.93;20.85;131;0.8;0.77;1.16;5.55175;FALSE
0;93.33;0;867;0;6.67;0;0;FALSE
25;22.5;40;425;10;5;22.5;3.76875;FALSE
12.5;35;45;550;17.5;20;15;0;FALSE
5.38;0;14.62;77;6.2;0;0.77;6.91225;TRUE
4.62;1.15;20.77;115;5.4;0;3.08;6.16725;TRUE
4.62;1.15;13.08;85;4.6;0;0.77;6.36125;TRUE
4.62;0.77;18.46;85;5.4;0;0.77;6.55925;TRUE
9.68;8.06;4.84;145;0;4.84;4.84;3.67375;FALSE
5.38;0.77;14.62;92;4.6;0;0.77;6.5115;TRUE
3.85;0.77;14.62;77;5.4;0;0.77;6.44575;TRUE
0.82;0;0;4;0;0;0;5.122;FALSE
3.54;3.98;4.42;71;1.8;2.65;1.77;4.54725;FALSE
8.62;13.79;72.41;431;6.9;1.72;20.69;2.65275;FALSE
1.2;0;3.61;18;1.2;0;1.2;5.2355;FALSE
5.38;0;14.62;77;2.3;0;0.77;6.13225;TRUE
1.09;0;7.61;38;2.2;0;2.17;5.2685;FALSE
25;28.57;3.57;357;0;17.86;0;1.33875;FALSE
56.6;7.55;18.87;340;7.5;0;0;10;TRUE
0;0;0;0;0;0;0;5;FALSE
0;0;0;0;0;0;0;5;FALSE
55.56;5.56;22.22;333;19.4;0;2.78;10;TRUE
36.11;8.33;47.22;361;5.6;0;22.22;7.28025;TRUE
5.29;0.95;5.92;55;0.2;0.63;4.23;4.93275;FALSE
5.29;0.95;6.13;55;0.2;0.63;4.44;4.90125;FALSE
6.06;1.21;2.12;39;1.2;0.3;0;5.94325;FALSE
9.66;0.6;2.17;48;1.2;0.24;0.24;6.521;TRUE
6.04;1.21;1.93;39;1.2;0.24;0.24;5.91925;FALSE
4.23;1.41;7.32;64;0.3;0.85;7.04;4.269;FALSE
2.5;1.11;4.72;39;1.9;0.14;0.56;5.51525;FALSE
6.15;2.77;2.15;55;1.5;0.46;0.31;5.77025;FALSE
3.08;1.85;7.38;55;1.5;0.31;5.54;4.65475;FALSE
5.88;0.59;2.35;38;1.2;0;0.88;5.9215;FALSE
0;0;0;0;0;;0;5;FALSE
1.6;2;8.8;64;1.6;0;5.6;4.504;FALSE
0;0;6.67;33;3.3;0;3.33;5.15225;FALSE
3.33;0;3.33;17;0;0;0;5.49525;FALSE
1.6;3.6;8.8;72;1.6;0.4;5.6;4.242;FALSE
1.6;1.6;10.4;64;1.6;0;7.2;4.304;FALSE
11.96;19.57;29.35;337;0;5.43;1.09;3.23175;FALSE
3.57;67.86;3.57;607;0;10.71;3.57;0;FALSE
20.35;0.88;4.42;106;0.9;0;0;8.118;TRUE
9.46;4.05;52.7;297;1.4;0.68;8.11;4.83325;FALSE
3.57;17.86;71.43;500;3.6;12.5;64.29;0;FALSE
0.4;0;3.6;20;0.4;0;2.2;4.805;FALSE
0;0;3.38;15;0;;2.95;4.55375;FALSE
5.71;18.57;37.86;321;2.9;6.43;3.57;2.35625;FALSE
0;23.33;13.33;267;0;3.33;6.67;0.76725;FALSE
0.83;0;10.83;46;0;0;9.17;3.7375;FALSE
14.29;0;46.43;250;10.7;0;3.57;8.6855;TRUE
14.29;0;46.43;214;10.7;0;3.57;8.6945;TRUE
13.95;5.81;48.84;279;9.3;0;4.65;7.60425;TRUE
14.29;3.57;42.86;214;10.7;0;3.57;8.3375;TRUE
11.63;4.65;44.19;233;9.3;0;2.33;7.73175;TRUE
10.71;0;39.29;179;7.1;0;3.57;7.44625;TRUE
1.04;2.08;5.42;35;0.6;0.04;2.08;4.73725;FALSE
0.83;0;0;4;0;0;0;5.1235;FALSE
10;60;30;700;20;50;10;0;FALSE
13.33;5.56;64.44;378;6.7;0;2.22;7.356;TRUE
35.71;3.57;25;286;0;0;25;6.178;TRUE
8.89;20;57.78;444;8.9;3.33;37.78;0;FALSE
26.67;31.11;31.11;489;11.1;13.33;4.44;3.98875;FALSE
18;54;18;580;8;5;2;2.205;FALSE
16.28;46.51;27.91;558;2.3;8.14;4.65;0.379;FALSE
24;52;16;580;8;7;4;2.505;FALSE
0.88;0;13.27;62;2.7;0;7.08;4.5945;FALSE
2.5;0;80;325;5;0;52.5;0;FALSE
16.67;40;36.67;567;10;3.33;16.67;2.02575;FALSE
3.33;26.67;66.67;500;3.3;15;56.67;0;FALSE
10;36.67;46.67;533;6.7;15;33.33;0;FALSE
11.54;23.08;57.69;462;7.7;1.92;19.23;2.483;FALSE
11.54;23.08;57.69;462;3.8;1.92;19.23;1.703;FALSE
11.54;23.08;57.69;500;7.7;1.92;23.08;1.896;FALSE
10;36.67;46.67;533;6.7;15;33.33;0;FALSE
5.45;18.18;58.18;400;1.8;1.82;32.73;0;FALSE
5.88;16.47;27.06;282;1.2;4.71;2.35;2.8745;FALSE
9.62;15.38;71.15;423;7.7;1.92;25;2.10925;FALSE
4.62;2.77;0.92;49;0.3;0.77;0.31;5.22475;FALSE
4.62;3.08;1.54;49;0.6;0.77;0.31;5.25375;FALSE
4;11;31;240;4;2;2;4.44;FALSE
7.14;11.9;76.19;452;11.9;2.38;28.57;2.2675;FALSE
20;50;20;567;13.3;3.33;3.33;4.18625;FALSE
4.39;3.41;12.68;98;1.5;1.46;3.9;4.643;FALSE
5.71;34.29;48.57;486;8.6;17.14;;0;FALSE
10.71;32.14;53.57;536;10.7;3.57;3.57;3.9705;FALSE
10.53;5.26;68.42;342;10.5;1.32;;7.738;TRUE
1.68;15.97;34.45;286;0.8;7.56;14.29;0;FALSE
0;0;20;67;0;0;13.33;2.98375;FALSE
5.26;1.32;23.68;118;2.6;0.66;10.53;4.403;FALSE
10;3.75;72.5;300;15;0;;9.05;TRUE
0;20;20;300;0;10;20;0;FALSE
2.31;1.15;14.23;77;3.1;0.58;3.46;5.16825;FALSE
0.82;0;9.84;41;0.8;0;0;5.27275;FALSE
0.8;0.8;10.4;48;1.6;0;2.4;4.988;FALSE
40;0;40;400;0;0;0;10;TRUE
7.94;14.29;68.25;429;6.3;1.59;25.4;1.70725;FALSE
1.48;8.89;20.74;163;2.2;1.48;5.93;3.47275;FALSE
17.86;0.6;0;57;0;0;0;7.60475;TRUE
17.86;0.6;0;57;0;0;0;7.60475;TRUE
12.5;1.79;78.57;339;10.7;0;0;8.75125;TRUE
8.93;23.21;10.71;286;1.8;8.04;0;2.297;FALSE
15.93;0.88;2.65;88;0;0;0;7.2795;TRUE
20.35;8.85;0;159;0;1.77;0;6.68525;TRUE
6.67;0;80;356;2.2;0;0;6.3515;TRUE
3.57;8.93;42.86;268;1.8;6.25;21.43;0.1585;FALSE
12.12;27.27;3.03;303;0;10.61;3.03;0.90825;FALSE
24;28;38;480;4;6;24;1.38;FALSE
5.56;9.03;11.81;149;1.4;3.12;2.08;4.08175;FALSE
5.73;3.08;11.45;97;2.2;0.88;2.2;5.41725;FALSE
6.61;9.25;14.54;167;1.3;3.96;1.76;4.03075;FALSE
6.67;6.25;13.33;138;1.7;2.92;0.42;4.888;FALSE
6.17;8.81;14.1;159;1.3;3.52;2.2;4.05475;FALSE
3.33;0;10;67;0;0;6.67;4.48225;FALSE
4.17;12.5;25;222;0;6.94;19.44;0;FALSE
1.16;0;33.72;140;0;0;26.74;1.128;FALSE
0;2.47;28.4;111;4.9;1.85;14.81;3.02125;FALSE
0.88;0;15.04;62;0.9;0;12.39;3.438;FALSE
0.71;0.36;10;43;7.1;0;5.71;5.62325;FALSE
3.08;1.54;7.69;55;1.5;0.31;5.85;4.63925;FALSE
18.6;46.51;27.91;581;9.3;3.49;11.63;2.23675;FALSE
10;16.67;63.33;467;6.7;1.67;3.33;5.13925;FALSE
0;30;6.67;300;0;20;0;0;FALSE
1.18;0;11.76;47;2.4;0;2.35;5.29275;FALSE
6.67;33.33;60;467;6.7;20;46.67;0;FALSE
6.67;40;46.67;533;13.3;26.67;26.67;0;FALSE
7.05;5.29;13.66;132;1.3;2.64;0.88;4.9635;FALSE
6.15;1.54;76.92;354;1.5;0.31;1.54;5.6715;FALSE
0;0;17.7;71;0.9;0;16.81;2.64075;FALSE
12.39;0;7.08;80;0;0;6.19;5.91;FALSE
25;50;21.88;594;9.4;7.81;6.25;2.5915;FALSE
25;50;21.88;594;9.4;7.81;6.25;2.5915;FALSE
9.3;4.65;44.19;233;7;0;6.98;6.22475;TRUE
44.44;17.78;31.11;444;17.8;2.22;4.44;10;TRUE
6.67;0;80;356;2.2;0;0;6.3515;TRUE
13.33;6.67;55.56;356;11.1;0;2.22;8.1305;TRUE
6.38;0;78.72;340;2.1;0;0;6.292;TRUE
10.53;29.82;1.75;316;0;10.53;0;0.886;FALSE
4;4;35.2;192;2.4;0.4;0;5.532;FALSE
6.67;0;77.78;333;0;0;0;5.91725;FALSE
7.02;0;75.44;351;1.8;0;1.75;6.06275;TRUE
40;35;0;450;0;15;0;3.6375;FALSE
6.38;0;78.72;340;2.1;0;0;6.292;TRUE
6.38;0;76.6;340;2.1;0;0;6.292;TRUE
14.29;4.46;67.86;375;3.6;0.89;3.57;6.56575;TRUE
5;33.33;13.33;367;1.7;;8.33;1.41575;FALSE
6.67;41.67;20;483;1.7;3.33;5;0.47025;FALSE
0;0;0;0;0;0;;5;FALSE
0;0;35.79;142;0;;35.79;0;FALSE
0;0;17.65;65;0;0;17.65;2.33625;FALSE
5;46.67;6.67;467;1.7;5;1.67;0;FALSE
13.33;6.67;71.11;400;8.9;0;4.44;7.3465;TRUE
3.53;0;9.41;41;3.5;0;2.35;5.86675;FALSE
4.8;2;36.8;184;1.6;0;0.8;5.674;FALSE
3.51;3.51;71.93;333;1.8;0.88;40.35;0;FALSE
10.28;8.41;28.97;224;3.7;4.21;4.67;4.632;FALSE
6.67;28;42.67;453;2.7;14.67;17.33;0;FALSE
6.67;28;42.67;453;2.7;14.67;18.67;0;FALSE
28;40;4;480;0;14;4;0.98;FALSE
3.23;40.32;41.94;548;1.6;22.58;22.58;0;FALSE
5;7.5;70;350;8.3;2.5;25;2.1975;FALSE
4.17;10.42;75;375;12.5;2.08;20.83;3.34525;FALSE
8.57;10;68.57;371;7.1;1.43;22.86;2.82625;FALSE
0;93.33;0;800;0;13.33;0;0;FALSE
0;0;43.24;189;0;0;37.84;0;FALSE
0.8;0;13.6;56;0;0;13.6;3.066;FALSE
9.38;6.25;50;281;6.2;0;3.12;6.48375;TRUE
3.7;22.22;66.67;481;3.7;18.52;40.74;0;FALSE
0;93.33;0;800;0;13.33;0;0;FALSE
0.8;0;13.6;56;0;0;13.6;3.066;FALSE
0;0;3.39;13;0;0;2.97;4.55125;FALSE
3.23;25.81;6.45;258;0;16.13;3.23;0;FALSE
10.71;5.36;78.57;375;8.9;0.89;16.07;5.12375;FALSE
0;0;40;157;1.4;;34.29;0.09725;FALSE
1.15;0;16.09;69;2.3;0;1.15;5.44275;FALSE
2.38;0;19.05;83;2.4;0;1.19;5.63775;FALSE
0;0;0;0;0;0;0;5;FALSE
8.67;0;10.67;80;0;0;10;4.7805;FALSE
7.69;0.96;50;250;1.9;0;0;6.375;TRUE
0.79;0;10.24;71;1.6;0;0.79;5.30225;FALSE
3.2;0.4;8;48;2.4;0;4;5.308;FALSE
0.79;0;10.24;47;1.6;0;0.79;5.30825;FALSE
1.61;0;2.42;16;1.6;0;0.81;5.436;FALSE
0;0;3.33;17;3.3;0;3.33;5.15625;FALSE
4;44;44;560;0;32;40;0;FALSE
5;6.43;22.86;171;2.1;2.14;5;4.19925;FALSE
3.33;26.67;6.67;267;0;1.67;3.33;1.84875;FALSE
1.6;7.2;10.4;112;2.4;0.8;4.8;4.052;FALSE
0.42;0;9.58;42;0;0;7.08;3.9905;FALSE
0;0;0;0;0;0;0;5;FALSE
25;32.14;0;357;0;17.86;0;0.98175;FALSE
1.43;0;11.43;50;2.9;0;7.14;4.711;FALSE
25;32.14;3.57;393;3.6;17.86;0;1.69275;FALSE
10.71;5.36;18.75;179;0;0.89;0.89;5.66975;FALSE
25;25;3.57;357;3.6;16.07;0;2.86325;FALSE
6.67;26.67;63.33;500;3.3;11.67;33.33;0;FALSE
0.88;0;7.96;35;1.8;0;3.54;4.95225;FALSE
10.71;32.14;50;500;3.6;5.36;3.57;2.112;FALSE
12.5;11.25;67.5;400;12.5;1.25;5;7.0875;TRUE
3.33;8.33;63.33;350;3.3;4.17;40;0;FALSE
3.53;0.88;11.18;65;0;0.59;9.41;3.86625;FALSE
3.33;1.04;10.42;62;0;0.62;10;3.725;FALSE
11;5;11;140;4;0.5;3;6.34;TRUE
25;32.14;3.57;393;0;17.86;0;0.97275;FALSE
10.77;6.15;73.85;385;9.2;0.77;20;4.55175;FALSE
2.82;0;32.39;148;0.7;0;0;5.526;FALSE
10;6.67;80;433;13.3;0;0;8.38475;TRUE
12.5;6.25;67.5;375;10;1.25;2.5;7.46875;TRUE
6.67;15;73.33;467;3.3;6.67;23.33;0;FALSE
3.51;14.04;52.63;351;0;3.51;29.82;0;FALSE
0.88;0;7.08;35;1.8;0;3.54;4.95225;FALSE
4;22.67;30.67;320;1.3;14.67;24;0;FALSE
5.88;20.59;50;412;2.9;11.76;20.59;0;FALSE
0;0;0.42;2;0;0;0.42;4.9365;FALSE
6.25;31.25;59.38;531;3.1;18.75;53.12;0;FALSE
21.88;53.12;21.88;594;9.4;4.69;6.25;2.5915;FALSE
7.14;17.86;71.43;464;0;14.29;28.57;0;FALSE
9.68;25.81;61.29;516;3.2;9.68;51.61;0;FALSE
8.89;22.22;53.33;444;8.9;2.22;40;0;FALSE
10.62;10.62;23.89;230;3.5;3.1;2.65;5.001;FALSE
